No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
603,3232676,1,0,Active,46,1,0,Active,43,1,0,Active,87,1,0,Active,93,0,0,Inactive,0,COC1=CC=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3
611,3232684,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C(=O)N2CCCC3(C2)CCN(C3)C(=O)NC4=CC=CC(=C4)C#N
621,3232694,1,0,Active,44,0,0,Inactive,0,1,0,Active,41,1,0,Active,87,1,0,Active,41,C1=CC=C(C=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=CC=C4
625,3232698,1,0,Active,86,1,0,Active,41,1,0,Active,89,1,0,Active,42,0,0,Inactive,0,CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CC=C3
629,3232702,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,1,0,Active,44,0,0,Inactive,0,C1=CC(=CN=C1)CNC2=NC=NC=C2C3=CN=CC=C3
631,3232704,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,CN1CCN(CC1)C2=NC=NC(=C2)C3=CC=CC=C3Cl
632,3232705,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,41,0,0,Inactive,0,CS(=O)(=O)NC1=CC=CC(=C1)C2=CN=CN=C2N3C=CN=C3
633,3232706,0,0,Inactive,0,1,0,Active,41,1,0,Active,86,1,0,Active,87,0,0,Inactive,0,C1=CC=C(C=C1)CNC2=NC=NC(=C2)C3=CN=CC=C3
637,3232710,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC1=NC2=CN=C(N=C2N(C1=O)C)N3CCN(CC3)C
640,3232713,1,0,Active,88,0,0,Inactive,0,1,0,Active,85,1,0,Active,88,1,0,Active,63,COC1=CC=CC=C1CCN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)F
641,3232714,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC=CC=C3)CC1
647,3232720,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=NC=CN=C4
649,3232722,1,0,Active,90,1,0,Active,63,1,0,Active,66,1,0,Active,41,1,0,Active,91,C1CC2(CCN(C2)CC3=CC=NC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
656,3232729,0,0,Inactive,0,1,0,Active,93,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC=CC=C4
657,3232730,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,88,0,0,Inactive,0,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC=CC=C3
671,3232744,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,1,0,Active,40,0,0,Inactive,0,C1CC2(CCN(C2)CC3=CC=C(C=C3)C#N)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
672,3232745,0,0,Inactive,0,1,0,Active,41,1,0,Active,44,1,0,Active,40,0,0,Inactive,0,C1CC2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
673,3232746,1,0,Active,85,1,0,Active,41,1,0,Active,90,1,0,Active,89,0,0,Inactive,0,COC1=CC=CC=C1C2=CC(=NC=N2)N3C=CN=C3
683,3232756,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCC2(CCN(CC2)C3=CC=CC=N3)CC1
687,3232760,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCNCC5
689,3232762,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC=C(C=C3)OC)CC1
692,3232765,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,88,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OC4=CC(=CC=C4)Cl
694,3232767,1,0,Active,42,1,0,Active,42,0,0,Inactive,0,1,0,Active,40,1,0,Active,89,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)C4=CC=NC=C4
697,3232770,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CCN(CC2)C3=CC=CC=N3)CC1
705,3232778,0,0,Inactive,0,1,0,Active,85,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=CC=C1CN2CCC3(C2)CCCN(C3)C(=O)C4=NC=CN=C4
716,3232789,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC12CCN(CC2)C(=O)NC3=CC=CC(=C3)C#N)C(=O)C4=NC=CN=C4
718,3232791,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCOCC5
719,3232792,1,0,Active,41,1,0,Active,90,1,0,Active,41,1,0,Active,44,1,0,Active,43,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCC#N
720,3232793,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCCOC
721,3232794,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC=CC=C5
727,3232800,1,0,Active,85,1,0,Active,41,1,0,Active,89,1,0,Active,46,0,0,Inactive,0,COC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CS3
728,3232801,1,0,Active,40,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,42,CN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OCC4=CC=CC=C4
730,3232803,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CN1CC2(C1)CCN(CC2)S(=O)(=O)C3=CC=CC=C3
731,3232804,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CCCN(C2)CC3=CC=CC=C3)CC1
735,3232808,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCC2(CCN(CC2)CC3=NC=CS3)CC1
737,3232810,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC(=C3)C#N)CC4=CC(=CC=C4)OC
738,3232811,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,45,0,0,Inactive,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C5=CC=CC=C5
739,3232812,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,93,0,0,Inactive,0,COCCNC1=NC=NC2=C1C=C(C=C2)C3=CN=CC=C3
740,3232813,1,0,Active,47,0,0,Inactive,0,1,0,Active,83,1,0,Active,42,1,0,Active,40,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)N4CCOCC4
741,3232814,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,64,0,0,Inactive,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC
745,3232818,1,0,Active,92,1,0,Active,43,1,0,Active,43,1,0,Active,43,1,0,Active,43,C1CC2(CCN(C2)CC3=CC=NC=C3)CN(C1)C(=O)C4=CSN=N4
746,3232819,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,C1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N
747,3232820,1,0,Active,41,1,0,Active,41,1,0,Active,41,1,0,Active,92,0,0,Inactive,0,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)N(C)CC4=CC=CO4
751,3232824,1,0,Active,86,1,0,Active,42,1,0,Active,87,1,0,Active,90,1,0,Active,46,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCCC3=CNC4=C3C=C(C=C4)OC
752,3232825,1,0,Active,42,0,0,Inactive,0,1,0,Active,42,1,0,Active,42,1,0,Active,43,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F
775,3232848,1,0,Active,93,1,0,Active,42,1,0,Active,88,1,0,Active,44,1,0,Active,45,CC1=CC=CC=C1C2=CN=CN=C2NCCC3=CN=CN3
777,3232850,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)N(C)C
780,3232853,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,0,0,Inactive,0,C1CC2(CCNCC2)CN(C1)C(=O)NC3=CC(=CC=C3)F
783,3232856,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CN1C(=O)C=NC2=CN=C(N=C21)OC
787,3232860,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,1,0,Active,91,0,0,Inactive,0,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NC4CC4
789,3232862,1,0,Active,82,1,0,Active,41,1,0,Active,86,1,0,Active,89,0,0,Inactive,0,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5
790,3232863,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,CC1=CC=CC=C1C2=CC(=NC=N2)N3CCNCC3
798,3232871,1,0,Active,86,1,0,Active,42,1,0,Active,85,1,0,Active,93,0,0,Inactive,0,CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CC4
801,3232874,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CC1)CCN(CC2)C(=O)NC3=CC(=CC=C3)F
802,3232875,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,C1CC2(CCN(C2)CC3=NC=CS3)CN(C1)C(=O)C4=NC=CN=C4
803,3232876,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC1=NC2=CN=C(N=C2N(C1=O)CCC#N)N(C)C
806,3232879,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,COC1=CC=C(C=C1)N2C3=NC=NC=C3N=C(C2=O)C4=CC=CS4
809,3232882,0,0,Inactive,0,1,0,Active,88,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C(=O)N2CCCC3(C2)CCN(C3)CC4=CC=CC=C4OC
811,3232884,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,1,0,Active,84,0,0,Inactive,0,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)NC4=CC(=CC=C4)OC
822,3232895,1,0,Active,87,1,0,Active,41,1,0,Active,43,1,0,Active,42,0,0,Inactive,0,CC1=CC=CC=C1C2=CC(=NC=N2)NCC3=C(C=C(C=C3)OC)OC
829,3232902,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CNCCC12CN(C2)CC3=CC=C(C=C3)C#N
833,3232906,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)CCC#N
837,3232910,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CCN(CC3)C(=O)NC4=CC=CC=C4
842,3232915,1,0,Active,41,1,0,Active,41,1,0,Active,87,1,0,Active,41,0,0,Inactive,0,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CC=C3OC
849,3232922,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CCCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1
851,3232924,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,87,1,0,Active,41,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC#N
853,3232926,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CCC4=CC=CC=C4
855,3232928,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,1,0,Active,86,0,0,Inactive,0,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=COC=C4
858,3232931,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CCC2(C1)CCCN(C2)C(=O)C3=CC=NC=C3
865,3232938,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CCCN(C2)CC3=NC=CS3)CC1
869,3232942,1,0,Active,44,0,0,Inactive,0,1,0,Active,87,1,0,Active,44,0,0,Inactive,0,C1=CC(=CC(=C1)C2=CN=CN=C2NCC3=CN=CC=C3)C#N
872,3232945,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3N(C)C
876,3232949,1,0,Active,86,1,0,Active,40,1,0,Active,85,1,0,Active,87,1,0,Active,46,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CC(=CC=C5)OC
881,3232954,1,0,Active,97,1,0,Active,42,1,0,Active,88,1,0,Active,89,1,0,Active,50,COC1=CC=CC(=C1)C2=CN=CN=C2NCCC3=CN=CN3
899,3232972,1,0,Active,41,1,0,Active,86,1,0,Active,41,1,0,Active,44,0,0,Inactive,0,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC=CC=C3OC
900,3232973,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCCC2(C1)CCN(C2)C(=O)NC3=CC=CC=C3
902,3232975,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,86,0,0,Inactive,0,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CC=C(C=C3)N(C)C
908,3232981,1,0,Active,42,1,0,Active,41,1,0,Active,84,1,0,Active,90,0,0,Inactive,0,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC4=C(C=C3)OCO4
909,3232982,1,0,Active,85,1,0,Active,42,1,0,Active,67,1,0,Active,88,0,0,Inactive,0,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC
916,3232989,1,0,Active,86,1,0,Active,85,1,0,Active,89,1,0,Active,90,0,0,Inactive,0,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CN=CC=C3
921,3232994,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCC2(CCN(CC2)CC3=CC=CC=C3OC)CC1
922,3232995,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CCC2(CCN(CC2)C(=O)COC)CC1
923,3232996,1,0,Active,84,1,0,Active,42,1,0,Active,43,1,0,Active,85,0,0,Inactive,0,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=CC=CC=C4OC
925,3232998,1,0,Active,67,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,41,CC1=NC2=CN=CN=C2N(C1=O)CC3=CC=CC=C3
926,3232999,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CC4=CC=CS4
950,3233023,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,C1CC(OC1)CN2C(=O)C=NC3=CN=C(N=C32)OC4=CC=CC=C4
954,3233027,1,0,Active,41,1,0,Active,85,1,0,Active,86,1,0,Active,43,1,0,Active,42,C1CC2(CCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)CN(C1)C(=O)C5=CC=NC=C5
959,3233032,1,0,Active,88,1,0,Active,43,1,0,Active,92,1,0,Active,92,0,0,Inactive,0,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC4=C(C=C3)OCO4
962,3233035,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CS(=O)(=O)N1CCC2(CCN(CC2)CC3=NC=CS3)CC1
970,3233043,1,0,Active,45,1,0,Active,40,1,0,Active,85,1,0,Active,88,0,0,Inactive,0,C1=CC=C(C(=C1)C2=NC=CC(=N2)NCC3=CC=CS3)C(F)(F)F
972,3233045,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,0,0,Inactive,0,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=C(ON=C4C)C
977,3233050,0,0,Inactive,0,1,0,Active,41,1,0,Active,91,1,0,Active,41,0,0,Inactive,0,COC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CC=C3
980,3233053,1,0,Active,42,1,0,Active,65,1,0,Active,63,1,0,Active,89,0,0,Inactive,0,CN(CC1=CC=CO1)C2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4
984,3233057,1,0,Active,41,1,0,Active,86,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4
985,3233058,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,C1CC2(CCN(C2)C(=O)NC3=CC=CC(=C3)C#N)CN(C1)C(=O)C4=CC=NC=C4
987,3233060,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)NC(=O)N2CCC3(CC2)CCN(CC3)C(=O)OC4=CC=CC=C4
992,3233065,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,42,0,0,Inactive,0,CC1=NC2=CN=C(N=C2N(C1=O)C)OC3=CC=C(C=C3)OC
996,3233069,1,0,Active,85,1,0,Active,42,1,0,Active,87,1,0,Active,88,0,0,Inactive,0,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=CC4=C(C=C3)OCO4)OC
997,3233070,1,0,Active,86,0,0,Inactive,0,1,0,Active,88,1,0,Active,85,1,0,Active,64,COC1=CC=CC=C1CCN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F
1005,3233078,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,1,0,Active,42,0,0,Inactive,0,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=COC=C3
1006,3233079,1,0,Active,40,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,1,0,Active,41,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C(=O)NC4=CC(=CC=C4)F
1008,3233081,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,62,1,0,Active,89,0,0,Inactive,0,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N
1009,3233082,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,0,0,Inactive,0,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C(=O)NC4=CC(=CC=C4)F
1011,3233084,1,0,Active,43,1,0,Active,41,1,0,Active,86,1,0,Active,91,0,0,Inactive,0,C1=CC(=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3)C#N
1012,3233085,1,0,Active,43,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,CN1C=CC=C1C(=O)N2CCCC3(C2)CCN(C3)C4=CC=CC=C4
1017,3233090,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)N(C)C
1021,3233094,1,0,Active,83,1,0,Active,40,1,0,Active,42,1,0,Active,86,0,0,Inactive,0,C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=COC=C3
1032,3233105,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)N(C)C
1039,3233112,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,88,0,0,Inactive,0,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CCC#N
1052,3233125,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)C4=CC=NC=C4
1054,3233127,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,83,1,0,Active,85,0,0,Inactive,0,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CCC#N
1056,3233129,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC12CN(C2)CC3=NC=CS3)C(=O)C4=NC=CN=C4
1061,3233134,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,89,0,0,Inactive,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)OC
1063,3233136,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CCN(CC2)CC3=NC=CS3)CC1
1069,3233142,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)NC(=O)N2CC3(C2)CCN(CC3)C(=O)C4=CSN=N4
1070,3233143,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC12CN(C2)C(=O)NC3=CC=CC=C3)C(=O)C4=CC=CO4
1074,3233147,1,0,Active,41,1,0,Active,85,1,0,Active,88,1,0,Active,41,0,0,Inactive,0,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC
1079,3233151,1,0,Active,42,1,0,Active,86,1,0,Active,43,1,0,Active,89,0,0,Inactive,0,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3OC
1082,3233154,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,92,0,0,Inactive,0,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3N(C)C
1084,3233156,1,0,Active,87,1,0,Active,42,1,0,Active,86,1,0,Active,87,1,0,Active,47,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NCCC4=CNC5=C4C=C(C=C5)OC
1088,3233160,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,1,0,Active,41,CC1=NC2=CN=CN=C2N(C1=O)CC3=CC=CC=C3Cl
1096,3233168,1,0,Active,41,0,0,Inactive,0,1,0,Active,44,1,0,Active,44,1,0,Active,44,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CC5=CC=CS5
1097,3233169,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,65,0,0,Inactive,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OCC4=CC=CC=C4
1098,3233170,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,1,0,Active,89,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)OC5=CC(=CC=C5)Cl
1099,3233171,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,63,1,0,Active,44,C1=CC=C(C=C1)CCN2C(=O)C=NC3=CN=C(N=C32)OC4=CC=CC=C4
1101,805524,0,0,Inactive,0,1,0,Active,41,1,0,Active,43,1,0,Active,44,0,0,Inactive,0,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
1109,3233180,1,0,Active,41,1,0,Active,40,1,0,Active,43,1,0,Active,43,0,0,Inactive,0,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3C(F)(F)F
1112,3233183,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC(=C4)C#N)CCC#N
1114,3233185,1,0,Active,82,1,0,Active,42,1,0,Active,42,1,0,Active,87,0,0,Inactive,0,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=C(C=C3)N(C)C
1116,3233187,1,0,Active,42,0,0,Inactive,0,1,0,Active,42,1,0,Active,44,0,0,Inactive,0,CC1=CC=CC=C1C2=CC(=NC=N2)NCC3=CN=CC=C3
1117,3233188,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,41,0,0,Inactive,0,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C
