No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2d6_action,cyp2d6_warning,cyp3a4_action,cyp3a4_warning,cyp1a2_action,cyp1a2_warning,cyp2c9_action,cyp2c9_warning,relation_task1,cyp2c9_score,Smile
180,656216,0,1,1,0,0,0,1,0,1,0,,42,C1=CC=C(C(=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2)O
181,656232,1,0,0,1,0,1,1,0,0,1,,20,C1=CC=C(C=C1)CC2=C3C(=O)C=CNC3=CC=C2
182,656257,0,1,0,0,0,0,0,0,0,0,,0,CC1=CC=CC=C1OCC2CN3C4=C(N=C3O2)N(C(=O)NC4=O)C
183,656272,1,0,1,0,1,0,1,0,0,1,,20,CC1=CC=C(C=C1)C2=C(C3=NC4=C(CCCC4)C(=O)N3N2)C
184,656290,1,0,1,0,0,1,1,0,0,0,,0,CC1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3OC2=O
185,656355,0,1,0,0,0,0,0,0,0,1,,20,CCC1=NN=C(S1)NC(=O)C2CCN(CC2)C(=O)NC3CCCCC3
186,54686761,0,0,1,0,0,0,1,0,0,1,,20,CCN(CC)CCNC(=O)C1=C(C2=CC=CC=C2N(C1=O)CC=C)O.Cl
187,657423,0,0,0,1,0,0,0,1,0,0,,0,CN1CCC2(CC1)C3CN(CC=C3C(=C(C2(C#N)C#N)N)C#N)C.O.[OH-]
188,657488,1,0,0,0,1,0,0,0,1,0,,88,CC1=CC=C(C=C1)C(=O)CNC2=NC3=C(N2CC4=CC=CC=C4)C(=O)NC(=O)N3C
189,6603060,0,0,0,0,0,0,0,0,0,0,,0,C1CN=C(N1)NCCO.I
190,6449251,0,1,1,0,0,0,0,1,0,1,,20,CC1(CC2=CC(=C(C=C2C(=CC(=O)N3CCOCC3)N1)OC)OC)C.Cl
191,135449532,0,0,0,0,0,0,0,1,0,0,,0,CC1=CC(=O)NC(=N1)N2C(=CC(=N2)C)C
192,5940036,1,0,0,0,0,1,0,0,1,0,,65,CCOC(=O)C1=C(N2C(=C(C1C3=CC=CO3)C(=O)OCC)SC(=CC4=CC=CO4)C2=O)N
193,208296,0,1,0,0,0,0,0,1,0,0,,0,C1=CC=C(C=C1)C2=NC(=O)NN=C2
194,658313,1,0,0,0,0,0,0,0,0,0,,0,CC1=CC(=NN1S(=O)(=O)CC2=CC=CC=C2)C
195,658411,1,0,0,0,0,1,1,0,1,0,,40,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)C)OC3=CC=C(C=C3)C(=O)OC
196,6602578,0,1,0,1,0,0,0,0,0,0,,0,CCOCCN1CCC(C(C1)C)OC(=O)C.Cl
197,658614,1,0,0,1,1,0,1,0,1,0,,43,CCN(CC)C1=CC2=C(C=C1)C(C(=C(O2)N)C#N)C3=CN=CC=C3
198,658723,1,0,1,0,1,0,1,0,0,0,,0,COC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CN3CCN(CC3)C4CCCCC4
199,658813,0,1,0,0,1,0,0,0,0,1,,20,CCC1=C(N2C3=CC=CC=C3N=C2C(=C1C)C#N)NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C
200,135415833,0,1,0,0,0,0,0,0,0,1,,20,C1CSC2=NC(=C(C(=O)N21)CC3=CC=CC=C3)O
201,658879,1,0,0,0,0,1,0,0,1,0,,41,CCC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=CC(=C(C(=C1)OC)OC)OC
202,659040,0,1,0,0,0,0,0,0,0,1,,20,C1=CC=C(C=C1)CC2=NNC(=S)NC2=O
203,135435901,0,0,0,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)C2CC(=C(C(=O)C2)C=NCCN3CCOCC3)O
204,16411130,0,1,0,0,0,1,1,0,0,1,,10,CC1=NC(=NC2=CC=CC=C12)N=C(N)NC3=CC=CC=C3
205,659321,0,1,0,0,0,1,0,0,0,1,,20,CCOC1=CC=C(C=C1)CSC(CC(=O)O)C(=O)O
206,2838016,0,0,0,0,0,0,0,0,0,1,,10,CC1=CC=CN2C1=NCC(C2)O.Cl
207,659516,0,1,0,0,0,0,1,0,0,0,,0,C1C(CNC1=O)C2=CC3=C(C=C2)OCO3
208,659575,1,0,0,1,0,0,1,0,1,0,,44,CCSC1=NN=C(S1)NC(=O)C(C(F)(F)F)C(F)(F)F
209,659620,0,0,0,0,0,0,0,1,0,1,,20,COC1=CC=C(C=C1)N2C=NN=C2
210,659654,1,0,1,0,1,0,1,0,1,0,,43,C1=CN=CC=C1C2=NC3=CC(=C(C=C3N2)F)F
211,659658,0,1,0,1,0,0,1,0,0,0,,0,CC1=C(C=NN1C)C=NCCOCC2=CC=CC=C2
212,1571770,0,0,0,0,0,0,0,0,0,1,,10,COC1=CC=CC(=C1)N2C(=C(C(=O)NC2=O)C=NCCN3CCOCC3)O
213,6603569,0,1,1,0,1,0,0,1,0,1,,20,CC1=CC2=C(C=C1)N(C3C2CN(CC3)C)S(=O)(=O)C4=CC=C(C=C4)F.Cl
214,4323243,1,0,0,0,0,0,0,0,0,0,,0,CN(C)CCN=CC1=C(N(C(=O)NC1=O)CC=C)O
215,1922089,0,0,0,0,1,0,0,0,0,0,,0,CC1=CC(=C(C(=C1)C)N2C(=C(C(=O)NC2=O)C=NCCN3CCOCC3)O)C
216,659756,1,0,0,0,1,0,0,0,0,1,,20,C1CC(=O)N(C1)CC(CN2CCOCC2)SC3=NN=NN3C4=CC=CC=C4
217,1609548,0,0,0,0,0,1,0,0,0,0,,0,CCCCN1C(=C(C(=O)NC1=O)C=NCCN2CCCCC2)O
218,659775,0,1,0,1,0,0,1,0,0,0,,0,CCOC(=O)C1C(C(NC1=O)C)C2=CC=CC=C2
219,659795,1,0,0,0,0,0,1,0,1,0,,62,CC1=CC(=NC(=N1)N2CCOCC2)OC3=CC=C(C=C3)C4=CC=CC=C4
220,659824,1,0,0,0,0,0,1,0,0,1,,10,CCN(CC)S(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C
221,659900,1,0,0,0,0,0,0,1,0,0,,0,COC1=C(C=C(C=C1)CC(=O)NCC2=CC=CC=N2)OC
222,659902,1,0,1,0,1,0,1,0,1,0,,90,CC1CCCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4
223,659936,1,0,0,1,1,0,1,0,1,0,,87,CC1=CC=C(C=C1)C(=O)C2=C(NN=C2)C3=C(C=CC(=C3)Cl)O
224,659943,0,0,0,0,0,0,0,0,0,0,,0,CN(C)C1=NC(=NC(=N1)SC)OC2=NNC(=O)C=C2
225,660061,0,1,0,1,0,1,0,0,0,0,,0,COC1=CC=CC(=C1)NC(=O)CSC2=NC3=C(CCCC3)C(=C2C#N)C4=CC=CO4
226,660120,1,0,0,0,0,1,1,0,1,0,,42,CC1=CC(=CO1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)Cl
227,660285,0,1,1,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)N3CCCCC3
228,660304,0,1,0,0,0,0,0,0,0,1,,23,C1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CO4
229,5389248,0,1,0,0,0,1,0,0,0,0,,0,COC1=CC(=C(C=C1)C2C(=C(C3=CC=C(C=C3)Cl)O)C(=O)C(=O)N2CCN4CCOCC4)OC
230,660522,1,0,0,1,0,0,0,1,1,0,,87,CC(C)OC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=CC=CC=C4
231,5389254,1,0,0,0,0,1,1,0,0,1,,10,CC1=C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CN(N=C3)C4=CC=CC=C4
232,660546,0,1,1,0,0,0,0,0,0,0,,0,CC1=CC(=CC=C1)OCC(=O)N2CCC(CC2)N3CCCCCC3
233,660635,1,0,0,1,1,0,1,0,0,1,,10,CC1=C2CCCCC2=C3C(=C(SC3=N1)C#N)N
234,660660,0,0,0,1,1,0,1,0,1,0,,44,CC1(CC2=C(C(C3=CC4=CC=CC=C4N=C3O2)C(C#N)C#N)C(=O)C1)C
235,135420605,0,1,0,0,0,0,0,0,0,0,,0,CCCCC1=C(N=C(N(C1=O)C2=CC=CC=C2)SCCN(C)C)O
236,660831,0,1,0,0,0,0,0,1,1,0,,41,COC1(C2(C(C2(C(=N1)NC(=O)NC3=CC=CC=C3)C#N)C4=CC=CC=C4)C#N)OC
237,660995,1,0,0,0,0,1,0,0,0,0,,0,CC1=CC=C(C=C1)S(=O)(=O)NCCSC2=NN=NN2C
238,661009,0,1,0,0,1,0,0,0,0,1,,20,COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CO4
239,661037,1,0,0,1,0,1,1,0,0,1,,21,CNC1=C(N=C(O1)C2=CC=C(C=C2)Cl)C#N
240,661055,0,1,0,0,0,1,1,0,0,1,,10,C1CCN(C1)C2=C(N=C(O2)C3=CC=C(C=C3)F)C#N
241,661065,0,0,0,0,0,1,1,0,0,1,,10,CNC1=C(N=C(O1)C2=CC=CS2)C#N
242,661098,1,0,0,0,0,1,0,0,1,0,,65,CC(=O)NC1=CC=C(C=C1)NC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4
243,661170,1,0,0,0,1,0,0,0,1,0,,67,C1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)Cl)C3=NN=C(O3)C4=CC=CO4
244,661178,0,1,0,0,0,0,0,0,0,0,,0,CCCOC1=CC=C(C=C1)CSC(CC(=O)O)C(=O)O
245,661187,0,1,0,0,0,0,0,0,0,0,,0,C1COCCN1CCCNC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4
246,661203,1,0,0,0,0,0,1,0,1,0,,46,CC1CCC2=C3N1C4=C(C=C(C(=C4)C#N)C#N)OC3=CC=C2
247,661217,1,0,1,0,1,0,1,0,1,0,,64,C1=CC=C(C=C1)CNC2=C(N=C(O2)C3=CC=CS3)C#N
248,661251,1,0,0,1,1,0,0,1,1,0,,90,COC1=CC=C(C=C1)CC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4
249,661259,0,1,0,0,1,0,0,1,1,0,,41,CCOC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2OC
250,661296,0,1,0,0,0,0,1,0,1,0,,41,CCC1=C(NC2=C1C=C(C=C2)Br)C(=O)O
251,661300,1,0,0,0,0,0,1,0,1,0,,42,C1=CC=C(C=C1)C2=NC(=S)N(N2)C3=CC=CC=C3
252,661349,1,0,0,0,0,0,0,0,1,0,,45,CC1=C(C(=C(N1NC(=O)C2=CC=NC=C2)C)C(=O)C)C(=O)C
253,661355,0,0,0,0,0,0,0,0,0,0,,0,CN1C2=CC=CC=C2N(C1=O)CCC(=O)O
254,661394,0,0,0,0,0,0,0,0,0,0,,0,CSC1=NC(=C(C(=O)N1)CC2=CC=CC=C2)O
255,661406,0,1,0,0,0,0,0,1,1,0,,41,CC1(CC(=O)C(C(=O)C1)CCCN2C(=O)C3=CC=CC=C3C2=O)C
256,6603015,0,0,0,0,0,0,0,0,0,0,,0,CN(C)CC(COC1=CC(=CC=C1)OCC(CN(C)C)O)O.Cl
257,6603014,0,0,0,0,0,0,0,0,0,0,,0,CC(C)(C1=CC=C(C=C1)OCC(CN(C)C)O)C2=CC=C(C=C2)OCC(CN(C)C)O.Cl
258,661455,0,1,0,0,0,0,0,0,0,0,,0,C1=CC=C(C(=C1)CNN2C=NN=C2)O
259,9568659,0,1,0,0,0,1,1,0,0,0,,0,CC(=NO)C1=CC2=C(C=C1)NC=C2
260,661502,1,0,0,1,0,1,1,0,1,0,,45,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(C=C3)F)CC4=CC=CO4
261,661513,1,0,0,0,1,0,1,0,1,0,,40,CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C(=O)OC)C3=CC=C(C=C3)N
262,661518,1,0,0,0,0,1,0,0,0,1,,21,CCC1=CC2=C(C=C1OC(=O)N3CCOCC3)OC=C(C2=O)C4=NC5=CC=CC=C5N4
263,661528,1,0,0,0,1,0,1,0,1,0,,84,CC1=CC=C(C=C1)C2NC3=CC=CC=C3C(=O)N2CC4=CC=CO4
264,661532,0,0,0,0,0,0,0,1,0,0,,0,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5(CC4)OCCO5
265,661552,0,0,0,0,0,0,0,1,0,0,,0,CC1=CN2C(=NN=C2S1)C3=CC=NC=C3
266,661596,1,0,0,1,0,0,1,0,1,0,,88,COC1=CC=CC(=C1)C2=CC(N3C(=NN=N3)N2)C4=CC=CC=C4
267,661601,1,0,0,1,0,0,0,1,0,1,,22,CCC(=O)NC1=C(C=CC(=C1)C2=NN(C(=O)C3=CC=CC=C32)C)N4CCCCC4
268,661612,1,0,0,0,0,1,0,0,1,0,,89,CCOC(=O)CNS(=O)(=O)C1=C(C=CC(=C1)C2=NN(C(=O)C3=CC=CC=C32)C)C
269,661615,0,0,0,1,0,0,0,0,0,0,,0,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)NCC4CCCO4
270,661648,0,0,0,0,0,1,0,1,0,1,,20,C1=CC(=C(C=C1Br)CNN2C=NN=C2)O
271,622237,0,0,0,0,0,0,0,1,0,0,,0,CCN1C=C(C(=O)C2=C1SC(=C2C)C(=O)OCC)C(=O)OCC
272,661761,0,1,1,0,1,0,1,0,0,1,,20,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5=CC=CC=C5C4
273,5389368,0,0,0,0,0,1,0,0,0,0,,0,CC1=CC(=NO1)N2C(C(=C(C3=CC(=C(C=C3)OC)OC)O)C(=O)C2=O)C4=CC(=C(C=C4)OC)OC
274,661794,1,0,0,0,0,0,1,0,0,1,,20,CC1=NN2C(=C1)NC(S2)NC3=CC=CC=C3
275,5389389,0,0,0,0,1,0,0,0,1,0,,41,CC1=CC(=NO1)N2C(C(=C(C3=CC(=CC=C3)OC)O)C(=O)C2=O)C4=CC=CS4
276,5389423,0,0,0,0,0,0,0,0,0,0,,0,CCN(CC)CCN1C(C(=C(C2=CC(=CC=C2)OC)O)C(=O)C1=O)C3=CC=CC=N3
277,661999,0,1,0,0,0,1,0,0,1,0,,42,CC1=CC(=NO1)N2C(C(=C(C2=O)O)C(=O)C3=CC4=CC=CC=C4O3)C5=C(C(=CC=C5)OC)OC
278,662011,0,0,1,0,0,1,1,0,0,0,,0,CCN1CCCC1CN2C=NC3=C(C2=O)NC4=C3C=C(C=C4)C
279,6881185,1,0,0,0,1,0,1,0,1,0,,43,COCCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)N=CC4=CC=CC=N4)N
280,6881246,0,0,0,0,1,0,0,0,0,1,,20,CCOC(=NN1C2=C(C3=NC4=CC=CC=C4N=C31)C(=O)N(C(=N2)C)CC(C)C)C
281,662109,0,1,0,1,0,1,1,0,0,0,,0,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCCCC3)C)C
282,662144,0,0,1,0,1,0,0,0,0,0,,0,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCN(CC3)CC4=CC=CC=C4)C)C
283,662162,0,0,0,0,0,0,0,0,0,0,,0,CCCOC1=C(C=C(C=C1)C2C(=C(C(=O)N2CCN3CCOCC3)O)C(=O)C4=CC=CO4)OC
284,5775,1,0,1,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
285,662243,0,1,0,0,1,0,0,1,0,1,,20,C1C(C(=O)N(C1=O)CC2=CC=CC=C2)N(C3CC(=O)N(C3=O)CC4=CC=CC=C4)O
286,662260,1,0,0,1,1,0,0,1,0,1,,22,CCCCCCOC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC
287,662284,0,0,0,1,1,0,0,0,0,0,,0,CC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C)C4=CC=CC=N4
288,662340,0,1,0,0,1,0,0,0,1,0,,40,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=NC(=O)C4=CN=CC=C4)CCCOC
289,662344,1,0,0,1,1,0,1,0,1,0,,41,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)C3=CC4=C(C=C3)OCO4
290,5389504,0,0,0,0,0,0,0,0,0,0,,0,CCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CCOCCO)C3=CN=CC=C3)O
291,662407,0,1,0,0,0,0,0,0,0,0,,0,C1CN(CCC1C(=O)N)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O
292,6603410,1,0,0,1,1,0,1,0,1,0,,84,CC(C)C(C1=NN=C(O1)SCC2=CC=C(C=C2)Cl)N.Cl
293,6603500,1,0,0,1,1,0,0,1,0,0,,0,CCSC1=NN=C(O1)C(CC2=CNC3=CC=CC=C32)N.Cl
294,6603236,0,1,0,1,0,0,1,0,0,0,,0,CCN(CC)CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OC)C)C.Cl
295,662515,0,0,0,0,0,1,1,0,1,0,,87,CCOC(=O)C1=C(C2=CC(=C(C=C2N1)OC)OC)NC(=O)C3=NON=C3C
296,6603499,0,0,1,0,0,0,0,0,0,0,,0,CC(CN1CCN(CC1)C)OC(=O)C2=CC(=C(C=C2)OC)OC.Cl
297,6602710,1,0,0,1,0,0,0,1,0,1,,21,CC(=C)CSC1=NN=C(O1)C(CC2=CNC3=CC=CC=C32)N.Cl
298,9614332,0,1,0,0,0,0,0,0,0,0,,0,C[N+]1=CC=CC(=C1)CNC(=O)C=NO.[I-]
299,662647,1,0,0,0,1,0,1,0,1,0,,41,COC1=CC=CC=C1C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)O)O
300,662650,1,0,0,1,1,0,1,0,0,1,,20,COC1=C(C=C(C=C1)C2=NNC(=C2)C3=C(C=CC(=C3)F)O)OC
301,662670,1,0,1,0,1,0,1,0,1,0,,83,COC1=CC2=C(C=C1)C(=C(N2)C(=O)OC)NC(=O)C3=CC4=C(C=C3)OCO4
302,662710,0,1,0,0,1,0,1,0,1,0,,42,CC1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC(=CC=C4)OC
303,662745,1,0,0,0,0,0,1,0,0,1,,20,CCOCCCN1C=NC2=C(C1=O)NC3=C2C=CC(=C3)OC
304,200556,0,1,0,0,0,0,0,0,0,1,,10,C1CNCC1(C2=CC=C(C=C2)F)O.Cl
305,662794,1,0,0,0,1,0,0,1,0,1,,20,CC(C)(C)OC(=O)NCCC1=NN=C(O1)SCC(=O)NC2=CC(=CC=C2)Cl
306,662799,0,1,0,0,1,0,0,0,1,0,,88,C1=CC=C(C=C1)N2C(C3C(O2)C(=O)N(C3=O)C4=CC=CC=C4)C5=CC=NC=C5
307,662838,0,1,0,0,0,1,1,0,1,0,,65,CCCN1C2=NC3=CC=CC=C3C=C2C(=N1)NC(=O)CC(C)C
308,662868,0,0,0,0,0,0,0,0,0,0,,0,CN1N=C(N=N1)NC(=O)C2=CC=CO2
309,662878,1,0,1,0,1,0,0,1,0,0,,0,CCOC1=CC=CC=C1NC(=O)CSC2=NN=C(N2C)C3=NC=CN=C3
310,662974,0,0,0,0,0,1,1,0,0,0,,0,CCOC(=O)C1=C(C2=CC=CC=C2N1)NC(=O)C3=NON=C3C
311,662991,1,0,1,0,1,0,1,0,1,0,,43,CC1=C(C(=NN1)C2=C(C=C(C=C2)O)O)C3=CC=C(C=C3)Cl
312,662996,1,0,0,0,1,0,1,0,0,1,,23,CCOC1=CC=C(C=C1)C2=NN=C3N2N=C(CS3)C4=CC=C(C=C4)OC
313,663008,1,0,0,0,0,1,0,0,0,1,,20,CC(C)COP(=O)(C1=CC=C(C=C1)N(C)C)C(C2=CC=CC=C2F)O
314,663055,0,1,0,0,1,0,0,1,0,0,,0,CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NN=C(N2N)C3=CC(=C(C=C3)OC)OC
315,6603621,1,0,1,0,0,0,0,1,0,1,,20,C1=CC=C(C(=C1)CSC2=NN=C(O2)CCCCCN)Cl.Cl
316,663121,1,0,1,0,1,0,0,1,1,0,,86,C1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=CO5)N
317,9615342,0,1,0,0,0,0,0,0,0,0,,0,CN1C=[N+](C=C1C=NO)C.[I-]
318,663125,1,0,1,0,1,0,1,0,1,0,,50,C1=CC(=CC=C1C2=C(NN=C2)C3=C(C=C(C=C3)O)O)Cl
319,663143,1,0,0,0,1,0,1,0,1,0,,42,CCOC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4OC
320,663146,1,0,1,0,1,0,1,0,1,0,,44,COC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6
321,663168,1,0,0,0,0,1,1,0,1,0,,41,CC(C)(C)C1=NN2C(=NN=C2SC1)C3=CC(=CC=C3)OC
322,6889315,0,1,0,1,0,0,0,0,0,0,,0,C1=CC=C(C=C1)C(=NO)C(=O)N
323,663281,0,1,0,1,1,0,0,0,0,1,,20,CCN1CCN(CC1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)OC4CCCCC4
324,663330,1,0,0,1,1,0,1,0,1,0,,44,CCN1C(=O)C2=C(N=C1SCC(=O)N3CCOCC3)OC4=C(C2=O)C=C(C=C4Cl)Cl
325,663331,0,0,0,0,0,0,0,0,0,0,,0,CN(C)C(=O)CON1C(=O)C2=CC=CC=C2N=C1SCC(=O)N(C)C
326,663337,0,0,0,0,1,0,1,0,0,0,,0,CCOC(=O)C1=C(C2=CC(=C(C=C2N1)OC)OC)NC(=O)C3=CC4=C(C=C3)OCO4
327,663340,1,0,1,0,1,0,0,1,1,0,,40,COC1=CC=C(C=C1)CCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3
328,663539,1,0,0,0,1,0,1,0,1,0,,85,CC1=NC2=C(C(=N1)SCC(=O)NC3=CC4=C(C=C3)OCCO4)OC5=CC=CC=C52
329,663558,0,1,0,0,0,0,0,0,0,0,,0,C1NC(=NCN1CCC2=CC=CC=C2)NC#N
330,663581,1,0,0,0,0,0,0,0,0,1,,20,CC(C)C(C(=O)OC)NC(=O)NC1=CC=C(C=C1)C(=O)C
331,663690,0,0,0,0,0,1,1,0,1,0,,41,CCOCCCN1C=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC=CC=C5
332,5389740,0,0,0,0,0,0,0,0,0,0,,0,CCCN1C2=CC=CC=C2C3(C1=O)C(=C(C4=CC5=C(C=C4)OCCO5)O)C(=O)C(=O)N3CCCOC
333,663736,1,0,1,0,0,1,0,0,0,1,,20,COC(=O)C(CC1=CC=CC=C1)NC(=O)N2CCN(CC2)CC3=CC=CC=C3
334,663792,0,1,1,0,1,0,0,1,0,0,,0,CCOCCCN1C2=C(C=C(C1=N)C(=O)NCC3=CC4=C(C=C3)OCO4)C(=O)N5C=CC=C(C5=N2)C
335,5389753,0,0,0,0,0,0,0,0,0,0,,0,CC1=CC=CN2C1=NC(=C2C(=C3C(N(C(=O)C3=O)CCN(C)C)C4=CC=NC=C4)O)C
336,663879,1,0,0,1,1,0,0,1,1,0,,43,CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC=C(C=C3)OC(C)C)CCCN4C=CN=C4)O
337,54676164,0,0,0,0,0,0,0,0,1,0,,41,CCOC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)OC)C3=CC=C(C=C3)S(=O)(=O)N)O
338,664033,0,0,0,0,0,0,0,0,0,1,,20,CC1(CCCN(C1)C(=O)C2=COC(=O)C(=C2)Br)C
339,664130,0,1,0,1,0,0,0,0,0,0,,0,CC1=CC=C(O1)C2C(=C(C(=O)N2CCN3CCOCC3)O)C(=O)C4=C(N=C(S4)C)C
340,664154,1,0,1,0,1,0,1,0,1,0,,43,CC1=CC2=C(C=C1)C(=C(N2)C(=O)OC)NC(=O)CN3CCCC4=CC=CC=C43
341,5389802,0,0,0,0,1,0,0,0,0,1,,20,CC1=C(N2C=CC=CC2=N1)C(=C3C(N(C(=O)C3=O)CCCN4C=CN=C4)C5=CC=NC=C5)O
342,664250,1,0,0,0,0,1,0,0,0,0,,0,CC(C)(C)OC(=O)N1CCCC1C(=O)NCCC2=CC=CC=C2
343,664283,0,0,0,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C(C)C)C(=O)N2CCC(CC2)C(=O)NCC(=O)O
344,664301,1,0,0,0,0,1,0,0,1,0,,43,C1COCCN1CCNC2=C(N=C(O2)C3=CC=C(C=C3)OCC4=CC=CC=C4)C#N
345,135513628,0,0,0,0,0,0,1,0,0,0,,0,CCOC(=C(C(=NCCCO)N)C(=O)OCC)O
346,664461,1,0,0,0,0,0,0,1,1,0,,42,C1C(=O)C2=C(O1)C=CC(=C2)OCC3=CC=C(C=C3)F
347,664527,0,0,0,1,0,0,0,0,0,0,,0,CN1CCC2=C(C1)SC3=C2C(=O)N(C4=NN=CN34)C5=CC=CC=C5
348,664546,0,1,0,0,0,0,0,0,0,0,,0,CCN1CCN(CC1)C2=NC3=C(N2CCCSC4=NC=CC=N4)C(=O)NC(=O)N3C
349,6603365,1,0,1,0,1,0,1,0,1,0,,91,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)NCCCN4C=CN=C4.Cl
350,664598,0,1,0,0,0,0,0,0,0,0,,0,CC1=CC(=C(C=C1)N2C3=C(C=N2)C4=NC(=NN4C=N3)C5=CC=CO5)C
351,5389869,0,0,0,0,0,0,0,0,0,1,,20,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCN(CC3)CCO)C4=CC(=C(C=C4)OC)OC
352,5389872,0,0,0,0,0,0,0,0,0,1,,20,CC1=C(N2C=CC=CC2=N1)C(=C3C(N(C(=O)C3=O)CCN4CCOCC4)C5=CN=CC=C5)O
353,5389875,0,1,0,0,0,0,0,0,0,0,,0,CC1CC2=C(O1)C=CC(=C2)C(=C3C(N(C(=O)C3=O)CCN4CCOCC4)C5=CC(=CC=C5)Cl)O
354,5389878,0,1,0,0,0,1,0,0,0,0,,0,CC1CC2=C(O1)C=CC(=C2)C(=C3C(N(C(=O)C3=O)CCN4CCOCC4)C5=CC=C(C=C5)OC)O
355,664733,1,0,0,0,1,0,1,0,0,1,,20,CC1=C(C=C(C=C1)N2C3=C(C=N2)C4=NC(=NN4C=N3)C)C
356,664737,1,0,1,0,0,1,1,0,0,1,,20,CCN1C2=C(C=C(C1=N)S(=O)(=O)C3=CC=C(C=C3)F)C(=O)N4C=CC=CC4=N2
357,664759,0,1,1,0,0,1,0,0,0,0,,0,C1CN(CCN1CC2=CC=CC=C2)CC(=O)C3=CC=C(C=C3)Br
358,5389891,0,1,0,0,0,1,1,0,0,1,,10,CC(=CCN1C2=C(N=C1N3CCCC3)N(C(=O)NC2=O)C)Cl
359,664826,1,0,0,1,0,1,0,0,0,1,,20,CCCC(=O)N=C1N(C2CS(=O)(=O)CC2S1)C3=CC=C(C=C3)CC
360,2066868,0,1,0,0,1,0,0,0,0,0,,0,C1COCCN1CCCN=CC2=C(N(C(=O)NC2=O)CCC3=CC=C(C=C3)F)O
361,5389897,0,0,0,0,0,0,0,0,0,0,,0,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCN(CC3)CCO)C4=CC=CC=C4OC
